local;cod;quant;dicofre
União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago);112031361;2;031361
Armil;119030705;2;030705
Ribeiros;119030725;2;030725
Gonça;119030820;2;030820
Ponte;119030838;2;030838
Silvares;119030868;2;030868
União das freguesias de Arosa e Castelões;119030877;2;030877
Galegos;119030912;2;030912
Mosteiro;119031110;2;031110
União das freguesias de Caniçada e Soengas;119031124;2;031124
União das freguesias de Ventosa e Cova;119031126;2;031126
Vieira do Minho;119031120;2;031120
Joane;119031219;2;031219
Lousado;119031224;2;031224
Nine;119031227;2;031227
União das freguesias de Ruivães e Novais;119031257;2;031257
Vizela;1190314;2;190314
Silvalde;11A010705;2;010705
Moreira;11A130609;2;130609
São Pedro Fins;11A130613;2;130613
União das freguesias de Custóias, Leça do Balio e Guifões;11A130811;2;130811
União das freguesias de Matosinhos e Leça da Palmeira;11A130812;2;130812
Cesar;11A011302;2;011302
São Martinho da Gândara;11A011315;2;011315
União das freguesias de Nogueira do Cravo e Pindelo;11A011320;2;011320
Cete;11A131008;2;131008
Duas Igrejas;11A131010;2;131010
Gandra;11A131011;2;131011
Vandoma;11A131022;2;131022
União das freguesias de Caldas de São Jorge e Pigeiros;11A010932;2;010932
União de freguesias de São Miguel de Souto e Mosteirô;11A010936;2;010936
Aves;11A131405;2;131405
Reguenga;11A131418;2;131418
União das freguesias de Lamelas e Guimarei;11A131436;2;131436
União das freguesias de Alvarelhos e Guidões;11A131809;2;131809
União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;11A011910;2;011910
Guilhabreu;11A131611;2;131611
União das freguesias de Rio Mau e Arcos;11A131635;2;131635
Vila do Conde;11A131628;2;131628
Arcozelo;11A131701;2;131701
Canelas;11A131703;2;131703
São Félix da Marinha;11A131717;2;131717
União das freguesias de Serzedo e Perosinho;11A131731;2;131731
Pinho;11B170213;2;170213
Curalha;11B170310;2;170310
Moreiras;11B170317;2;170317
Outeiro Seco;11B170321;2;170321
Paradela;11B170322;2;170322
Redondelo;11B170324;2;170324
Vilar de Nantes;11B170344;2;170344
Vilas Boas;11B170347;2;170347
Vilela do Tâmega;11B170349;2;170349
Bouçoães;11B171205;2;171205
Rio Torto;11B171217;2;171217
Santa Maria de Emeres;11B171219;2;171219
Bornes de Aguiar;11B171303;2;171303
Louredo;11C130120;2;130120
Rebordelo;11C130128;2;130128
União das freguesias de Freixo de Cima e de Baixo;11C130145;2;130145
União das freguesias de Ancede e Ribadouro;11C130221;2;130221
União das freguesias de Sobrado e Bairros;11C010611;2;010611
Moreira do Castelo;11C030515;2;030515
Ribas;11C030518;2;030518
União das freguesias de Veade, Gagos e Molares;11C030527;2;030527
Ferreiros de Tendais;11C180405;2;180405
Moimenta;11C180408;2;180408
São Cristóvão de Nogueira;11C180413;2;180413
Travanca;11C180417;2;180417
União das freguesias de Macieira da Lixa e Caramos;11C130334;2;130334
União das freguesias de Vila Cova da Lixa e Borba de Godim;11C130339;2;130339
União das freguesias de Nespereira e Casais;11C130531;2;130531
União das freguesias de Silvares, Pias, Nogueira e Alvarenga;11C130532;2;130532
Vila Boa do Bispo;11C130730;2;130730
Carvalhosa;11C130902;2;130902
Ferreira;11C130905;2;130905
Seroa;11C130916;2;130916
Bustelo;11C131103;2;131103
Duas Igrejas;11C131109;2;131109
Eja;11C131110;2;131110
Penafiel;11C131139;2;131139
Perozelo;11C131125;2;131125
Termas de São Vicente;11C131143;2;131143
São Martinho de Mouros;11C181314;2;181314
São Martinho das Chãs;11D180115;2;180115
Penajóia;11D180516;2;180516
Penude;11D180517;2;180517
Arcozelos;11D180703;2;180703
Cabaços;11D180706;2;180706
Caria;11D180707;2;180707
União das freguesias de Noura e Palheiros;11D170711;2;170711
Torre do Pinhão;11D171014;2;171014
União das freguesias de Ferreirim e Macieira;11D181818;2;181818
Vila da Ponte;11D181817;2;181817
União das freguesias de Pinheiros e Vale de Figueira;11D181920;2;181920
Mondim da Beira;11D182004;2;182004
Larinho;11D040910;2;040910
Freixo de Numão;11D091418;2;091418
Sebadelhe;11D091414;2;091414
Folhadela;11D171409;2;171409
Baçal;11E040204;2;040204
Donai;11E040212;2;040212
Gostei;11E040218;2;040218
Rabal;11E040234;2;040234
Santa Comba de Rossas;11E040241;2;040241
Sendas;11E040246;2;040246
União das freguesias de Aveleda e Rio de Onor;11E040250;2;040250
Amendoeira;11E040502;2;040502
União das freguesias de Ala e Vilarinho do Monte;11E040539;2;040539
Malhadas;11E040607;2;040607
Póvoa;11E040612;2;040612
Frechas;11E040716;2;040716
Santalha;11E041221;2;041221
União das freguesias de Soeira, Fresulfe e Mofreita;11E041241;2;041241
Vila Verde;11E041230;2;041230
São Tiago dos Velhos;16B110204;2;110204
União das freguesias do Bombarral e Vale Covo;16B100506;2;100506
União das freguesias de Miragaia e Marteleira;16B110813;2;110813
Gaeiras;16B101208;2;101208
Serra d'El-Rei;16B101405;2;101405
Ponte do Rol;16B111310;2;111310
Turcifal;16B111317;2;111317
Fermentelos;16D010109;2;010109
União das freguesias de Barrô e Aguada de Baixo;16D010122;2;010122
União das freguesias de Recardães e Espinhel;16D010124;2;010124
Pardilhó;16D010805;2;010805
Murtosa;16D011203;2;011203
Gafanha da Boa Hora;16D011804;2;011804
União das freguesias de Cepos e Teixeira;16E060119;2;060119
Ançã;16E060201;2;060201
Febres;16E060207;2;060207
Santo António dos Olivais;16E060318;2;060318
União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);16E060334;2;060334
Vila Verde;16E060513;2;060513
Avô;16E061103;2;061103
Bobadela;16E061104;2;061104
Lourosa;16E061109;2;061109
Milagres;16F100915;2;100915
Parada;16G180206;2;180206
Quintela de Azurara;16G180614;2;180614
Pindo;16G181109;2;181109
Mioma;16G181706;2;181706
Silvã de Cima;16G181711;2;181711
União das freguesias de Águas Boas e Forles;16G181713;2;181713
Queiriga;16G182204;2;182204
Campo;16G182306;2;182306
Cavernães;16G182307;2;182307
Coutos de Viseu;16G182337;2;182337
Ribafeita;16G182322;2;182322
São Pedro de France;16G182329;2;182329
Faíl e Vila Chã de Sá;16G182338;2;182338
Fornelo do Monte;16G182407;2;182407
Lardosa;16H050211;2;050211
Bugalhos;16I140202;2;140202
Minde;16I140206;2;140206
Montalvo;16I140802;2;140802
Entroncamento;16I1410;2;6I1410
Nossa Senhora de Fátima;16I141002;2;141002
Ortiga;16I141307;2;141307
Valhascos;16I141704;2;141704
União das freguesias de Amoreira, Parada e Cabreira;16J090230;2;090230
União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;16J090234;2;090234
Vilar Formoso;16J090229;2;090229
Peraboa;16J050315;2;050315
União das freguesias de Barco e Coutada;16J050332;2;050332
União das freguesias de Cinco Vilas e Reigada;16J090420;2;090420
Lavacolhos;16J050419;2;050419
Casal de Cinza;16J090711;2;090711
Faia;16J090716;2;090716
União de freguesias de Corujeira e Trinta;16J090762;2;090762
União de freguesias de Rochoso e Monte Margarida;16J090765;2;090765
Vale de Amoreira;16J090804;2;090804
Rabaçal;16J090914;2;090914
Vale do Côa;16J091033;2;091033
Aldeia Velha;16J091106;2;091106
Malcata;16J091118;2;091118
União das freguesias de Ruvina, Ruivós e Vale das Éguas;16J091144;2;091144
União das freguesias de Santa Marinha e São Martinho;16J091232;2;091232
Valezim;16J091225;2;091225
Fiães;16J091307;2;091307
Granja;16J091309;2;091309
Rio de Mel;16J091316;2;091316
São Francisco;170150203;2;150203
União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);170151210;2;151210
Algueirão-Mem Martins;170111102;2;111102
Casal de Cambra;170111115;2;111115
União das freguesias de Castanheira do Ribatejo e Cachoeiras;170111414;2;111414
Santa Bárbara de Padrões;184020604;2;020604
Almeirim;185140301;2;140301
Samora Correia;185140502;2;140502
Vila Chã de Ourique;185140607;2;140607
União das freguesias de Azambujeira e Malaqueijo;185141415;2;141415
Moçarria;185141613;2;141613
Gáfete;186120604;2;120604
Santa Eulália;186120706;2;120706
União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;187070208;2;070208
Arcos;187070401;2;070401
São Domingos de Ana Loura;187070411;2;070411
União das freguesias do Ameixial (Santa Vitória e São Bento);187070417;2;070417
Luz;187070802;2;070802
Rogil;150080304;2;080304
Monte Redondo;111160122;1;160122
Paçô;111160124;1;160124
Âncora;111160201;1;160201
Argela;111160205;1;160205
Dem;111160209;1;160209
Lanhelas;111160211;1;160211
Riba de Âncora;111160214;1;160214
União das freguesias de Caminha (Matriz) e Vilarelho;111160222;1;160222
Vilar de Mouros;111160218;1;160218
Vile;111160220;1;160220
Alvaredo;111160301;1;160301
Penso;111160313;1;160313
Barbeita;111160404;1;160404
Barroças e Taias;111160405;1;160405
Cambeses;111160407;1;160407
Segude;111160427;1;160427
União das freguesias de Ceivães e Badim;111160435;1;160435
Rubiães;111160520;1;160520
União das freguesias de Insalde e Porreiras;111160525;1;160525
Associação de freguesias do Vale do Neiva;111160754;1;160754
Calvelo;111160714;1;160714
Friastelas;111160724;1;160724
Gandra;111160726;1;160726
Poiares;111160734;1;160734
Santa Comba;111160742;1;160742
Seara;111160745;1;160745
Boivão;111160802;1;160802
União das freguesias de Valença, Cristelo Covo e Arão;111160820;1;160820
Afife;111160901;1;160901
Amonde;111160903;1;160903
Areosa;111160905;1;160905
Carreço;111160908;1;160908
Chafé;111160940;1;160940
Mujães;111160922;1;160922
Outeiro;111160925;1;160925
União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;111160948;1;160948
Loivo;111161007;1;161007
Mentrestido;111161009;1;161009
Sapardos;111161012;1;161012
Sopo;111161013;1;161013
Barreiros;112030102;1;030102
Dornelas;112030108;1;030108
União das freguesias de Caldelas, Sequeiros e Paranhos;112030126;1;030126
União das freguesias de Ferreiros, Prozelo e Besteiros;112030127;1;030127
Carapeços;112030218;1;030218
Martim;112030247;1;030247
Panque;112030256;1;030256
Paradela;112030257;1;030257
Perelhal;112030260;1;030260
Roriz;112030264;1;030264
União das freguesias de Areias de Vilar e Encourados;112030292;1;030292
União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);112030293;1;030293
União das freguesias de Carreira e Fonte Coberta;112030295;1;030295
União das freguesias de Negreiros e Chavão;1120302FB;1;0302FB
União das freguesias de Quintiães e Aguiar;1120302FC;1;0302FC
União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);1120302FD;1;0302FD
Braga (São Vítor);112030351;1;030351
Espinho;112030312;1;030312
Figueiredo;112030315;1;030315
Priscos;112030336;1;030336
Tadim;112030356;1;030356
União das freguesias de Ferreiros e Gondizalves;112030371;1;030371
União das freguesias de Lomar e Arcos;112030373;1;030373
União das freguesias de Merelim (São Pedro) e Frossos;112030375;1;030375
União das freguesias de Morreira e Trandeiras;112030376;1;030376
União das freguesias de Nogueiró e Tenões;112030378;1;030378
Gemeses;112030610;1;030610
Vila Chã;112030615;1;030615
Campo do Gerês;112031003;1;031003
Ribeira;112031012;1;031012
Cabanelas;112031308;1;031308
Freiriz;112031316;1;031316
Pico;112031335;1;031335
Ponte;112031337;1;031337
Soutelo;112031352;1;031352
Turiz;112031354;1;031354
Vila de Prado;112031342;1;031342
Abadim;119030401;1;030401
Bucos;119030405;1;030405
Fafe;119030709;1;030709
Fornelos;119030712;1;030712
Medelo;119030716;1;030716
Paços;119030719;1;030719
Regadas;119030723;1;030723
Revelhe;119030724;1;030724
União de freguesias de Ardegão, Arnozela e Seidões;119030740;1;030740
União de freguesias de Cepães e Fareja;119030741;1;030741
Vinhós;119030736;1;030736
Brito;119030807;1;030807
Caldelas;119030808;1;030808
Gondar;119030821;1;030821
Guardizela;119030823;1;030823
Infantas;119030824;1;030824
Longos;119030827;1;030827
Nespereira;119030832;1;030832
Ronfe;119030840;1;030840
São Torcato;119030865;1;030865
Selho (São Cristóvão);119030850;1;030850
Selho (São Jorge);119030854;1;030854
Serzedelo;119030866;1;030866
União das freguesias de Abação e Gémeos;119030875;1;030875
União das freguesias de Atães e Rendufe;119030878;1;030878
União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia;119030880;1;030880
União das freguesias de Candoso São Tiago e Mascotelos;119030881;1;030881
União das freguesias de Conde e Gandarela;119030882;1;030882
União das freguesias de Prazins Santo Tirso e Corvite;119030885;1;030885
União das freguesias de Sande São Lourenço e Balazar;119030886;1;030886
Atei;119170501;1;170501
Covelas;119030906;1;030906
Garfe;119030913;1;030913
União das freguesias de Verim, Friande e Ajude;119030935;1;030935
Vilela;119030929;1;030929
Eira Vedra;119031107;1;031107
União das freguesias de Anissó e Soutelo;119031122;1;031122
Castelões;119031210;1;031210
Louro;119031223;1;031223
Oliveira (Santa Maria);119031239;1;031239
Requião;119031233;1;031233
União das freguesias de Avidos e Lagoa;119031252;1;031252
União das freguesias de Esmeriz e Cabeçudos;119031254;1;031254
União das freguesias de Lemenhe, Mouquim e Jesufrei;119031256;1;031256
União das freguesias de Seide;119031258;1;031258
Vale (São Martinho);119031241;1;031241
Infias;119031404;1;031404
União das freguesias de Tagilde e Vizela (São Paio);119031409;1;031409
Mansores;11A010413;1;010413
União das freguesias de Anta e Guetim;11A010706;1;010706
Lomba;11A130405;1;130405
Castêlo da Maia;11A130618;1;130618
Folgosa;11A130603;1;130603
Vila Nova da Telha;11A130616;1;130616
União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;11A130813;1;130813
União das freguesias de São Mamede de Infesta e Senhora da Hora;11A130814;1;130814
Fajões;11A011303;1;011303
Beire;11A131004;1;131004
Parada de Todeia;11A131017;1;131017
Sobrosa;11A131021;1;131021
Porto;11A1312;1;1A1312
Campanhã;11A131203;1;131203
União das freguesias de Aver-o-Mar, Amorim e Terroso;11A131313;1;131313
Arrifana;11A010902;1;010902
Fiães;11A010907;1;010907
Água Longa;11A131402;1;131402
União das freguesias de Carreira e Refojos de Riba de Ave;11A131435;1;131435
Vilarinho;11A131432;1;131432
Covelas;11A131806;1;131806
Muro;11A131808;1;131808
União das freguesias de Coronado (São Romão e São Mamede);11A131811;1;131811
Árvore;11A131602;1;131602
Azurara;11A131604;1;131604
Macieira da Maia;11A131614;1;131614
Mindelo;11A131616;1;131616
União das freguesias de Vilar e Mosteiró;11A131637;1;131637
Canidelo;11A131704;1;131704
Bustelo;11B170305;1;170305
Santa Leocádia;11B170329;1;170329
Santo Estêvão;11B170331;1;170331
Tronco;11B170340;1;170340
União das freguesias de Soutelo e Seara Velha;11B170359;1;170359
União das freguesias de Travancas e Roriz;11B170360;1;170360
Vale de Anta;11B170341;1;170341
Solveira;11B170631;1;170631
Fornos do Pinhal;11B171211;1;171211
Padrela e Tazem;11B171215;1;171215
Sonim e Barreiros;11B171234;1;171234
Vassal;11B171229;1;171229
Sabroso de Aguiar;11B171317;1;171317
Soutelo de Aguiar;11B171310;1;171310
Vila Pouca de Aguiar;11B171314;1;171314
Fregim;11C130112;1;130112
Fridão;11C130115;1;130115
Gondar;11C130117;1;130117
Jazente;11C130118;1;130118
União das freguesias de Figueiró (Santiago e Santa Cristina);11C130144;1;130144
Vila Caiz;11C130138;1;130138
Gestaçô;11C130205;1;130205
Loivos do Monte;11C130208;1;130208
Santa Marinha do Zêzere;11C130215;1;130215
União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;11C130225;1;130225
Valadares;11C130219;1;130219
Fornos;11C010602;1;010602
Santa Maria de Sardoura;11C010607;1;010607
São Martinho de Sardoura;11C010608;1;010608
Codeçoso;11C030508;1;030508
Espadanedo;11C180404;1;180404
Souselo;11C180414;1;180414
Airães;11C130302;1;130302
Friande;11C130305;1;130305
Pinheiro;11C130314;1;130314
Regilde;11C130318;1;130318
Revinhade;11C130319;1;130319
União das freguesias de Pedreira, Rande e Sernande;11C130336;1;130336
União das freguesias de Torrados e Sousa;11C130337;1;130337
União das freguesias de Unhão e Lordelo;11C130338;1;130338
União das freguesias de Vila Fria e Vizela (São Jorge);11C130340;1;130340
Meinedo;11C130513;1;130513
Nevogilde;11C130515;1;130515
União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);11C130527;1;130527
União das freguesias de Cristelos, Boim e Ordem;11C130528;1;130528
Bem Viver;11C130734;1;130734
Paredes de Viadores e Manhuncelos;11C130737;1;130737
Sande e São Lourenço do Douro;11C130739;1;130739
Santo Isidoro e Livração;11C130735;1;130735
Figueiró;11C130906;1;130906
Frazão Arreigada;11C130917;1;130917
Freamunde;11C130908;1;130908
Paços de Ferreira;11C130918;1;130918
Sanfins Lamoso Codessos;11C130919;1;130919
Boelhe;11C131102;1;131102
Castelões;11C131107;1;131107
Croca;11C131108;1;131108
Fonte Arcada;11C131112;1;131112
Guilhufe e Urrô;11C131141;1;131141
Irivo;11C131115;1;131115
Paço de Sousa;11C131122;1;131122
Rans;11C131128;1;131128
Recezinhos (São Mamede);11C131132;1;131132
Valpedre;11C131136;1;131136
Cárquere;11C181303;1;181303
Paus;11C181310;1;181310
Resende;11C181311;1;181311
São Cipriano;11C181312;1;181312
União das freguesias de Felgueiras e Feirão;11C181317;1;181317
Pegarinhos;11D170108;1;170108
União das freguesias de Castedo e Cotas;11D170121;1;170121
Fontelo;11D180107;1;180107
Pombal;11D040314;1;040314
União das freguesias de Castanheiro do Norte e Ribalonga;11D040322;1;040322
Lamego (Almacave e Sé);11D180525;1;180525
União das freguesias de Parada do Bispo e Valdigem;11D180528;1;180528
Vila da Rua;11D180716;1;180716
Sever;11D180719;1;180719
Candedo;11D170701;1;170701
Fiolhoso;11D170703;1;170703
Póvoa de Penela;11D181208;1;181208
União das freguesias de Poiares e Canelas;11D170816;1;170816
Parada de Pinhão;11D171005;1;171005
Cumieira;11D171102;1;171102
Riodades;11D181507;1;181507
Valongo dos Azeites;11D181512;1;181512
Carregal;11D181802;1;181802
Chosendo;11D181803;1;181803
Arcos;11D181902;1;181902
Tabuaço;11D181914;1;181914
Horta da Vilariça;11D040909;1;040909
Lordelo;11D171414;1;171414
União das freguesias de Nogueira e Ermida;11D171435;1;171435
Vila Real;11D171438;1;171438
Babe;11E040203;1;040203
Castro de Avelãs;11E040209;1;040209
Gimonde;11E040216;1;040216
Serapicos;11E040247;1;040247
Ferreira;11E040514;1;040514
Miranda do Douro;11E040608;1;040608
Aguieiras;11E040703;1;040703
Vale de Asnes;11E040731;1;040731
Argozelo;11E041103;1;041103
Edral;11E041206;1;041206
Penhas Juntas;11E041216;1;041216
Vilar de Ossos;11E041232;1;041232
Vilar de Peregrinos;11E041233;1;041233
Maiorga;16B100109;1;100109
Meca;16B110107;1;110107
Alguber;16B110401;1;110401
Ribamar;16B110810;1;110810
Santa Bárbara;16B110806;1;110806
A dos Negros;16B101201;1;101201
Olho Marinho;16B101203;1;101203
Vau;16B101207;1;101207
Freiria;16B111306;1;111306
Ribeira de Fráguas;16D010206;1;010206
União das freguesias de Arcos e Mogofores;16D010317;1;010317
Oliveirinha;16D010508;1;010508
União das freguesias de Glória e Vera Cruz;16D010517;1;010517
Gafanha da Nazaré;16D011006;1;011006
Torreira;16D011204;1;011204
Palhaça;16D011405;1;011405
Maceda;16D011504;1;011504
Calvão;16D011801;1;011801
Santo André de Vagos;16D011810;1;011810
Sosa;16D011807;1;011807
União das freguesias de Vagos e Santo António;16D011814;1;011814
Benfeita;16E060104;1;060104
Celavisa;16E060105;1;060105
Pomares;16E060112;1;060112
Secarias;16E060116;1;060116
Cordinhã;16E060205;1;060205
São Caetano;16E060215;1;060215
Alqueidão;16E060502;1;060502
Buarcos;16E060520;1;060520
Paião;16E060523;1;060523
Praia de Mira;16E060804;1;060804
União das freguesias de Abrunheira, Verride e Vila Nova da Barca;16E061015;1;061015
Candosa;16E061602;1;061602
Póvoa de Midões;16E061611;1;061611
Avelar;16F100303;1;100303
Golpilheira;16F100404;1;100404
Campelo;16F100803;1;100803
Bidoeira de Cima;16F100926;1;100926
Moita;16F101003;1;101003
Meirinhas;16F101515;1;101515
Alcafache;16G180602;1;180602
São João da Fresta;16G180616;1;180616
União das freguesias de Santar e Moreira;16G180911;1;180911
Esmolfe;16G181103;1;181103
Germil;16G181104;1;181104
Real;16G181110;1;181110
Rio de Moinhos;16G181707;1;181707
Parada de Gonta;16G182116;1;182116
Tonda;16G182122;1;182122
Mundão;16G182318;1;182318
Orgens;16G182319;1;182319
Repeses e São Salvador;16G182339;1;182339
Santos Evos;16G182325;1;182325
São João de Lourosa;16G182327;1;182327
Viseu;16G182341;1;182341
Oledo;16H050509;1;050509
Proença-a-Velha;16H050511;1;050511
Rio de Moinhos;16I140108;1;140108
União das freguesias de Aldeia do Mato e Souto;16I140121;1;140121
Santiago de Montalegre;16I141702;1;141702
Carregueiros;16I141804;1;141804
Meia Via;16I141917;1;141917
Riachos;16I141910;1;141910
Praia do Ribatejo;16I142002;1;142002
Vila Nova da Barquinha;16I142006;1;142006
Freixo;16J090210;1;090210
União das freguesias de Junça e Naves;16J090233;1;090233
União das freguesias de Miuzela e Porto de Ovelha;16J090236;1;090236
União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;16J090325;1;090325
Aldeia de São Francisco de Assis;16J050302;1;050302
Paul;16J050314;1;050314
Castelo Rodrigo;16J090403;1;090403
Escalhão;16J090406;1;090406
Mata de Lobos;16J090410;1;090410
União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;16J090418;1;090418
Figueiró da Granja;16J090504;1;090504
Fernão Joanes;16J090718;1;090718
Porto da Carne;16J090732;1;090732
Vila Cortês do Mondego;16J090750;1;090750
Vila Garcia;16J090753;1;090753
Marialva;16J090908;1;090908
Prova e Casteição;16J090918;1;090918
Ervedosa;16J091009;1;091009
Manigoto;16J091014;1;091014
Terras de Massueime;16J091030;1;091030
Valbom/Bogalhal;16J091031;1;091031
Bismula;16J091111;1;091111
Cerdeira;16J091113;1;091113
Quadrazais;16J091123;1;091123
União das freguesias de Lajeosa e Forcalhos;16J091142;1;091142
Vila Boa;16J091138;1;091138
Sazes da Beira;16J091219;1;091219
Travancinha;16J091224;1;091224
Cogula;16J091304;1;091304
Palhais;16J091313;1;091313
Reboleiro;16J091315;1;091315
União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;16J091331;1;091331
União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;170150312;1;150312
Amadora;1701115;1;701115
Mina de Água;170111516;1;111516
Lisboa;1701106;1;701106
Olivais;170110633;1;110633
União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;170110728;1;110728
União das freguesias de Santo António dos Cavaleiros e Frielas;170110730;1;110730
Ericeira;170110906;1;110906
Sarilhos Grandes;170150704;1;150704
União das freguesias de Pontinha e Famões;170111608;1;111608
Oeiras;1701110;1;701110
Porto Salvo;170111009;1;111009
União das freguesias de Queluz e Belas;170111126;1;111126
União das freguesias de Póvoa de Santa Iria e Forte da Casa;170111415;1;111415
Comporta;181150106;1;150106
Vidigueira;184021403;1;021403
Benfica do Ribatejo;185140302;1;140302
Vila Nova da Rainha;185110307;1;110307
Benavente;185140501;1;140501
Amiais de Baixo;185141607;1;141607
Seda;186120103;1;120103
Aldeia Velha;186120302;1;120302
União das freguesias de Alcórrego e Maranhão;186120309;1;120309
Monte da Pedra;186120605;1;120605
São Saturnino;186120803;1;120803
Assumar;186121101;1;121101
São Bento do Mato;187070506;1;070506
Ciborro;187070607;1;070607
Monte do Trigo;187070903;1;070903
Albufeira e Olhos de Água;150080106;1;080106
União das freguesias de Estômbar e Parchal;150080607;1;080607
Pechão;150081004;1;081004
Santa Luzia;150081408;1;081408
Braga (São Vicente);112030349;0;030349
União das freguesias de Braga (São José de São Lázaro e São João do Souto);112030365;0;030365
União das freguesias de Oliveira, São Paio e São Sebastião;119030884;0;030884
Espinho;11A010702;0;010702
Bonfim;11A131202;0;131202
União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;11A131217;0;131217
União das freguesias de Santa Marinha e São Pedro da Afurada;11A131730;0;131730
São Pedro;16E060514;0;060514
Alfragide;170111512;0;111512
Alvalade;170110654;0;110654
Areeiro;170110655;0;110655
Arroios;170110656;0;110656
Avenidas Novas;170110657;0;110657
Beato;170110607;0;110607
Campolide;170110610;0;110610
Carnide;170110611;0;110611
Estrela;170110660;0;110660
Misericórdia;170110661;0;110661
Parque das Nações;170110662;0;110662
Penha de França;170110663;0;110663
Santa Clara;170110664;0;110664
Santo António;170110666;0;110666
São Domingos de Benfica;170110639;0;110639
São Vicente;170110667;0;110667
Couto;111160109;0;160109
Jolda (São Paio);111160142;0;160142
Sabadim;111160133;0;160133
Seixas;111160215;0;160215
Vila Praia de Âncora;111160217;0;160217
Cousso;111160304;0;160304
Cristoval;111160305;0;160305
Lara;111160410;0;160410
Pinheiros;111160421;0;160421
Podame;111160422;0;160422
Portela;111160423;0;160423
União das freguesias de Messegães, Valadares e Sá;111160437;0;160437
União das freguesias de Monção e Troviscoso;111160438;0;160438
União das freguesias de Troporiz e Lapela;111160440;0;160440
Agualonga;111160501;0;160501
Britelo;111160604;0;160604
Cuide de Vila Verde;111160606;0;160606
Nogueira;111160613;0;160613
União das freguesias de Vila Chã (São João Baptista e Santiago);111160630;0;160630
Vade (São Pedro);111160623;0;160623
Vade (São Tomé);111160624;0;160624
Arca e Ponte de Lima;111160752;0;160752
Bertiandos;111160708;0;160708
Boalhosa;111160709;0;160709
Brandara;111160710;0;160710
Feitosa;111160719;0;160719
Labruja;111160729;0;160729
Friestas;111160806;0;160806
Ganfei;111160808;0;160808
São Pedro da Torre;111160812;0;160812
União das freguesias de Gondomil e Sanfins;111160818;0;160818
Verdoejo;111160816;0;160816
Alvarães;111160902;0;160902
Darque;111160911;0;160911
União das freguesias de Cardielos e Serreleis;111160942;0;160942
Vila Franca;111160935;0;160935
União das freguesias de Candemil e Gondar;111161017;0;161017
União das freguesias de Vila Nova de Cerveira e Lovelhe;111161019;0;161019
Bico;112030104;0;030104
Bouro (Santa Maria);112030119;0;030119
Fiscal;112030111;0;030111
União das freguesias de Torre e Portela;112030128;0;030128
Aborim;112030202;0;030202
Adães;112030203;0;030203
Airó;112030205;0;030205
Aldreu;112030206;0;030206
Alvelos;112030208;0;030208
Arcozelo;112030209;0;030209
Areias;112030210;0;030210
Barcelinhos;112030213;0;030213
Barqueiros;112030215;0;030215
Cambeses;112030216;0;030216
Carvalhal;112030220;0;030220
Carvalhas;112030221;0;030221
Cossourado;112030224;0;030224
Cristelo;112030228;0;030228
Fornelos;112030234;0;030234
Fragoso;112030235;0;030235
Galegos (Santa Maria);112030268;0;030268
Galegos (São Martinho);112030272;0;030272
Gilmonde;112030237;0;030237
Lama;112030242;0;030242
Lijó;112030243;0;030243
Macieira de Rates;112030244;0;030244
Manhente;112030245;0;030245
Moure;112030252;0;030252
Oliveira;112030254;0;030254
Palme;112030255;0;030255
Pereira;112030259;0;030259
Remelhe;112030263;0;030263
Rio Covo (Santa Eugénia);112030265;0;030265
Silva;112030279;0;030279
Tamel (São Veríssimo);112030277;0;030277
Ucha;112030282;0;030282
União das freguesias de Alheira e Igreja Nova;112030290;0;030290
União das freguesias de Creixomil e Mariz;112030297;0;030297
União das freguesias de Durrães e Tregosa;112030298;0;030298
União das freguesias de Gamil e Midões;112030299;0;030299
União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;1120302FF;0;0302FF
União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;1120302FG;0;0302FG
Várzea;112030283;0;030283
Vila Seca;112030287;0;030287
Gualtar;112030319;0;030319
Lamas;112030322;0;030322
Mire de Tibães;112030325;0;030325
Padim da Graça;112030330;0;030330
Tebosa;112030357;0;030357
União das freguesias de Braga (Maximinos, Sé e Cividade);112030364;0;030364
