local;cod;quant;dicofre
Arganil;16E060102;22;060102
Bom Sucesso;16E060515;22;060515
Liceia;16E061005;22;061005
União das freguesias de Santa Ovaia e Vila Pouca da Beira;16E061126;22;061126
Alfarelos;16E061501;22;061501
Arrifana;16E061701;22;061701
Maçãs de Dona Maria;16F100204;22;100204
Marinha Grande;16F1010;22;6F1010
Rio de Loba;16G182323;22;182323
União das freguesias de Matas e Cercal;16I142121;22;142121
Carvalhal;16I050902;22;050902
Zibreira;16I141916;22;141916
Maçainhas;16J050105;22;050105
Panoias de Cima;16J090728;22;090728
União de freguesias de Rochoso e Monte Margarida;16J090765;22;090765
Vale de Estrela;16J090746;22;090746
União das freguesias de Malveira e São Miguel de Alcainça;170110921;22;110921
Marinhais;185141502;22;141502
Moçarria;185141613;22;141613
União das freguesias de Bensafrim e Barão de São João;150080707;22;080707
União das freguesias de Moncarapacho e Fuseta;150081006;22;081006
União das freguesias de Alvora e Loureda;111160152;21;160152
União das freguesias de São Jorge e Ermelo;111160161;21;160161
Anais;111160701;21;160701
São Pedro d'Arcos;111160703;21;160703
Matosinhos;11A1308;21;1A1308
Santa Marinha;11B170906;21;170906
Fornelos;11C180406;21;180406
Penafiel;11C131139;21;131139
São Cipriano;11C181312;21;181312
Lalim;11D180510;21;180510
Vila da Ponte;11D181817;21;181817
União das freguesias de Sobreiro de Baixo e Alvaredos;11E041240;21;041240
Valado dos Frades;16B101103;21;101103
Meruge;16E061110;21;061110
Pampilhosa da Serra;16E0612;21;6E0612
Granja do Ulmeiro;16E061506;21;061506
Pelmá;16F100205;21;100205
São Mamede;16F100403;21;100403
Arcozelo das Maias;16G181002;21;181002
Troviscal;16I050913;21;050913
Sarilhos Grandes;170150704;21;150704
Amora;170151002;21;151002
Alcanhões;185141605;21;141605
Azinhal;150080401;21;080401
Moreira;111160418;20;160418
Podame;111160422;20;160422
Segude;111160427;20;160427
Parada;111160515;20;160515
União das freguesias de Ferreiros, Prozelo e Besteiros;112030127;20;030127
Balugães;112030212;20;030212
São Miguel do Mato;11A010417;20;010417
Alvadia;11B170901;20;170901
União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;11C130225;20;130225
União das freguesias de Carvalho e Basto (Santa Tecla);11C030526;20;030526
Avessadas e Rosém;11C130733;20;130733
Ferreira;11C130905;20;130905
Abragão;11C131101;20;131101
Vila da Rua;11D180716;20;180716
Carregal;11D181802;20;181802
Chosendo;11D181803;20;181803
França;11E040215;20;040215
Ferreira;11E040514;20;040514
São Salvador;11E040728;20;040728
Seixo de Manhoses;11E041013;20;041013
Argozelo;11E041103;20;041103
União das freguesias do Cadaval e Pêro Moniz;16B110411;20;110411
Serra d'El-Rei;16B101405;20;101405
União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;16D010123;20;010123
União das freguesias do Préstimo e Macieira de Alcoba;16D010127;20;010127
União das freguesias de Assafarge e Antanhol;16E060333;20;060333
União das freguesias de Souselas e Botão;16E060339;20;060339
Serpins;16E060704;20;060704
Tapéus;16E061510;20;061510
Almoster;16F100201;20;100201
Juncal;16F101606;20;101606
Cortiçada;16G090103;20;090103
Bodiosa;16G182304;20;182304
São Cipriano e Vil de Souto;16G182340;20;182340
Praia do Ribatejo;16I142002;20;142002
Nespereira;16J090612;20;090612
União das freguesias de Vale do Seixo e Vila Garcia;16J091333;20;091333
Fernão Ferro;170151006;20;151006
Rio de Mouro;170111108;20;111108
Alcoentre;185110301;20;110301
Alcobertas;185141401;20;141401
Paçô;111160124;19;160124
Calheiros;111160713;19;160713
União das freguesias de Cabreiros e Passos (São Julião);112030366;19;030366
Lage;112031323;19;031323
União das freguesias de Fonte Arcada e Oliveira;119030934;19;030934
Salamonde;119031115;19;031115
União das freguesias de Ruivães e Campos;119031125;19;031125
Alvarenga;11A010402;19;010402
Escariz;11A010409;19;010409
Valongo;11A1315;19;1A1315
Dornelas;11B170210;19;170210
Paredes de Viadores e Manhuncelos;11C130737;19;130737
Valongo de Milhais;11D170708;19;170708
União das freguesias de Paradela e Granjinha;11D181919;19;181919
Torgueda;11D171426;19;171426
São Tiago dos Velhos;16B110204;19;110204
Requeixo, Nossa Senhora de Fátima e Nariz;16D010516;19;010516
Meãs do Campo;16E061006;19;061006
União das freguesias de Mezio e Moura Morta;16G180324;19;180324
União das freguesias de Picão e Ermida;16G180326;19;180326
Cunha Baixa;16G180605;19;180605
Castelões;16G182105;19;182105
São Pedro do Esteval;16H050805;19;050805
Martinchel;16I140105;19;140105
Nossa Senhora da Piedade;16I142115;19;142115
Dominguizo;16J050309;19;050309
Alfaiates;16J091107;19;091107
Fanhões;170110705;19;110705
União das freguesias de Gavião e Atalaia;186120906;19;120906
Santa Bárbara de Nexe;150080503;19;080503
Santa Catarina da Fonte do Bispo;150081404;19;081404
União das freguesias de Vila e Roussas;111160323;18;160323
Ribeira;111160739;18;160739
União das freguesias de Subportela, Deocriste e Portela Susã;111160946;18;160946
Vila de Prado;112031342;18;031342
União das freguesias de Cabreiros e Albergaria da Serra;11A010422;18;010422
Monte Córdova;11A131413;18;131413
Vilela do Tâmega;11B170349;18;170349
União das freguesias de Paradela, Contim e Fiães;11B170639;18;170639
Vilarandelo;11B171231;18;171231
Capeludos;11B171305;18;171305
Espadanedo;11C180404;18;180404
União das freguesias de São Martinho de Antas e Paradela de Guiães;11D171017;18;171017
São Martinho de Angueira;11E040613;18;040613
União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;16B110118;18;110118
União das freguesias de Ribafria e Pereiro de Palhacana;16B110121;18;110121
Foz do Arelho;16B100606;18;100606
Pomares;16E060112;18;060112
Almalaguês;16E060301;18;060301
Góis;16E0606;18;6E0606
Pousaflores;16F100306;18;100306
União das freguesias de Monte Real e Carvide;16F100935;18;100935
União das freguesias de Carvalhal Redondo e Aguieira;16G180910;18;180910
União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;16G181015;18;181015
Esmolfe;16G181103;18;181103
Vila Maior;16G181619;18;181619
União das freguesias de São João do Monte e Mosteirinho;16G182130;18;182130
Constância;16I140801;18;140801
Caxarias;16I142104;18;142104
Nave;16J091120;18;091120
Quarteira;150080805;18;080805
União das freguesias de Tavira (Santa Maria e Santiago);150081412;18;081412
Sabadim;111160133;17;160133
Agualonga;111160501;17;160501
Coura;111160505;17;160505
Facha;111160718;17;160718
União das freguesias de Nogueira, Fraião e Lamaçães;112030377;17;030377
União das freguesias de Nogueiró e Tenões;112030378;17;030378
Póvoa de Lanhoso (Nossa Senhora do Amparo);119030919;17;030919
Sobradelo da Goma;119030925;17;030925
União das freguesias de Fânzeres e São Pedro da Cova;11A130413;17;130413
Roge;11A011907;17;011907
Vilela Seca;11B170348;17;170348
Morgade;11B170616;17;170616
União das freguesias de Baião (Santa Leocádia) e Mesquinhata;11C130222;17;130222
União das freguesias de Ovadas e Panchorra;11C181319;17;181319
Carrazeda de Ansiães;11D040304;17;040304
Caria;11D180707;17;180707
Arcas;11E040503;17;040503
União das freguesias de Carvoeira e Carmões;16B111323;17;111323
União das freguesias de Portunhos e Outil;16E060222;17;060222
União das freguesias de Foz de Arouce e Casal de Ermio;16E060707;17;060707
União das freguesias de Reriz e Gafanhão;16G180327;17;180327
Pinheiro de Ázere;16G181403;17;181403
Seiça;16I142113;17;142113
Cabeçudo;16I050901;17;050901
Infias;16J090507;17;090507
Adão;16J090766;17;090766
Souto;16J091134;17;091134
Vila do Touro;16J091139;17;091139
Pechão;150081004;17;081004
Aguiã;111160102;16;160102
Cabana Maior;111160105;16;160105
União das freguesias de Chaviães e Paços;111160320;16;160320
União das freguesias de Monção e Troviscoso;111160438;16;160438
União das freguesias de Insalde e Porreiras;111160525;16;160525
Calvelo;111160714;16;160714
Correlhã;111160716;16;160716
Rebordões (Santa Maria);111160744;16;160744
Fontoura;111160805;16;160805
União das freguesias de Gondomil e Sanfins;111160818;16;160818
Mujães;111160922;16;160922
Sobreposta;112030355;16;030355
Chave;11A010407;16;010407
União das freguesias de Canelas e Espiunca;11A010423;16;010423
Póvoa de Varzim;11A1313;16;1A1313
Vassal;11B171229;16;171229
Santa Maria de Sardoura;11C010607;16;010607
União das freguesias de Veade, Gagos e Molares;11C030527;16;030527
União das freguesias de Lustosa e Barrosas (Santo Estêvão);11C130530;16;130530
União das freguesias de Pópulo e Ribalonga;11D170122;16;170122
Seixo de Ansiães;11D040316;16;040316
União das freguesias de Carva e Vilares;11D170710;16;170710
União das freguesias de Moura Morta e Vinhós;11D170814;16;170814
Lamalonga;11E040517;16;040517
União das freguesias de Valtorno e Mourão;11E041022;16;041022
Carnota;16B110106;16;110106
Vilar;16B110410;16;110410
Olho Marinho;16B101203;16;101203
União das freguesias de Recardães e Espinhel;16D010124;16;010124
Moita;16D010307;16;010307
Vila Nova de Monsarros;16D010312;16;010312
União das freguesias de Bustos, Troviscal e Mamarrosa;16D011407;16;011407
Ovar;16D0115;16;6D0115
União das freguesias de Fonte de Angeão e Covão do Lobo;16D011812;16;011812
União das freguesias de Santa Clara e Castelo Viegas;16E060336;16;060336
União das freguesias de São Martinho do Bispo e Ribeira de Frades;16E060338;16;060338
União das freguesias de Taveiro, Ameal e Arzila;16E060340;16;060340
Lamas;16E060901;16;060901
Mões;16G180312;16;180312
Ribafeita;16G182322;16;182322
Meimão;16H050707;16;050707
Minde;16I140206;16;140206
Várzea dos Cavaleiros;16I050914;16;050914
União das freguesias de Cantar-Galo e Vila do Carvalho;16J050333;16;050333
Souto da Casa;16J050426;16;050426
União das freguesias de Rio Torto e Lagarinhos;16J090628;16;090628
Souro Pires;16J091024;16;091024
Trute;111160431;15;160431
Castanheira;111160503;15;160503
Mozelos;111160513;15;160513
Cabração e Moreira do Lima;111160757;15;160757
Alvarães;111160902;15;160902
União das freguesias de Real, Dume e Semelhe;112030379;15;030379
União das freguesias de Alvite e Passos;119030418;15;030418
Rendufinho;119030921;15;030921
Fermedo;11A010411;15;010411
União das freguesias de Melres e Medas;11A130416;15;130416
Codessoso, Curros e Fiães do Tâmega;11B170220;15;170220
Água Revés e Crasto;11B171201;15;171201
Vila Pouca de Aguiar;11B171314;15;171314
Vale de Bouro;11C030521;15;030521
Vila Boa do Bispo;11C130730;15;130730
União das freguesias de Anreade e São Romão de Aregos;11C181316;15;181316
União das freguesias de Lavandeira, Beira Grande e Selores;11D040323;15;040323
Fiolhoso;11D170703;15;170703
Cumieira;11D171102;15;171102
Fradizela;11E040714;15;040714
Carção;11E041107;15;041107
Rebordelo;11E041219;15;041219
Moita dos Ferreiros;16B110803;15;110803
Tocha;16E060214;15;060214
Cercosa;16E180802;15;180802
Penacova;16E061307;15;061307
Candosa;16E061602;15;061602
Lapa do Lobo;16G180908;15;180908
União das freguesias de Destriz e Reigoso;16G181014;15;181014
Lusinde;16G181106;15;181106
Figueiredo de Alva;16G181606;15;181606
Abraveses;16G182301;15;182301
Santos Evos;16G182325;15;182325
Pedrógão Pequeno;16I050911;15;050911
União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;16J090232;15;090232
Figueiró da Granja;16J090504;15;090504
Amadora;1701115;15;701115
União das freguesias de Glória do Ribatejo e Granho;185141507;15;141507
Abrã;185141602;15;141602
Sagres;150081504;15;081504
Barroças e Taias;111160405;14;160405
Gondufe;111160728;14;160728
Labruja;111160729;14;160729
União das freguesias de São Julião e Silva;111160819;14;160819
União das freguesias de Atães e Rendufe;119030878;14;030878
São João de Rei;119030923;14;030923
União das freguesias de Esperança e Brunhais;119030933;14;030933
União das freguesias de Anjos e Vilar do Chão;119031123;14;031123
União das freguesias de Ventosa e Cova;119031126;14;031126
Carregosa;11A011301;14;011301
Sobreira;11A131020;14;131020
Vilela;11A131024;14;131024
União das freguesias de Alvarelhos e Guidões;11A131809;14;131809
Mancelos;11C130123;14;130123
União das freguesias de Aboadela, Sanche e Várzea;11C130141;14;130141
Gestaçô;11C130205;14;130205
São Martinho de Sardoura;11C010608;14;010608
Figueiró;11C130906;14;130906
União das freguesias de Felgueiras e Feirão;11C181317;14;181317
União das freguesias de Freigil e Miomães;11C181318;14;181318
Britiande;11D180504;14;180504
Vila Nova de Souto d'El-Rei;11D180524;14;180524
Lousa;11D040911;14;040911
União das freguesias de Borbela e Lamas de Olo;11D171432;14;171432
União das freguesias de Podence e Santa Combinha;11E040543;14;040543
Santa Comba de Vilariça;11E041012;14;041012
Vimeiro;16B100116;14;100116
A dos Negros;16B101201;14;101201
Aradas;16D010501;14;010501
União das freguesias de Eiras e São Paulo de Frades;16E060335;14;060335
Lorvão;16E061304;14;061304
Pinheiro;16G090110;14;090110
Campo de Besteiros;16G182102;14;182102
Alcofra;16G182401;14;182401
União das freguesias de Fataunços e Figueiredo das Donas;16G182414;14;182414
Atouguia;16I142102;14;142102
Sabacheira;16I141814;14;141814
Fundada;16I051001;14;051001
Famalicão;16J090717;14;090717
Vila Cortês do Mondego;16J090750;14;090750
Águas Belas;16J091101;14;091101
Sistelo;111160145;13;160145
União das freguesias de Padreiro (Salvador e Santa Cristina);111160159;13;160159
Lavradas;111160611;13;160611
Fornelos e Queijada;111160758;13;160758
Serdedelo;111160746;13;160746
Gondarém;111161006;13;161006
União das freguesias de Reboreda e Nogueira;111161018;13;161018
União das freguesias de Amares e Figueiredo;112030125;13;030125
União das freguesias de Vilela, Seramil e Paredes Secas;112030129;13;030129
Sequeira;112030354;13;030354
União das freguesias de Crespos e Pousada;112030368;13;030368
Forjães;112030608;13;030608
Quinchães;119030722;13;030722
São Gens;119030728;13;030728
União das freguesias de Ermelo e Pardelhas;119170510;13;170510
Eira Vedra;119031107;13;031107
Brufe;119031206;13;031206
União das freguesias de Arouca e Burgo;11A010421;13;010421
Vale de Anta;11B170341;13;170341
Vila Caiz;11C130138;13;130138
Grilo;11C130207;13;130207
Valadares;11C130219;13;130219
União das freguesias de Sobrado e Bairros;11C010611;13;010611
Travanca;11C180417;13;180417
Meinedo;11C130513;13;130513
Vila Chã;11D170116;13;170116
Moimenta da Beira;11D180710;13;180710
Murça;11D170705;13;170705
Póvoa de Penela;11D181208;13;181208
Sedielos;11D170809;13;170809
Horta da Vilariça;11D040909;13;040909
Chãs;11D091404;13;091404
Guiães;11D171410;13;171410
São Martinho do Porto;16B100112;13;100112
Carvalhal;16B100502;13;100502
Usseira;16B101209;13;101209
Sobral de Monte Agraço;16B111203;13;111203
Albergaria-a-Velha e Valmaior;16D010209;13;010209
Alquerubim;16D010202;13;010202
São João de Loure e Frossos;16D010210;13;010210
Cacia;16D010502;13;010502
Oiã;16D011403;13;011403
Sanguinheira;16E060218;13;060218
Zambujal;16E060410;13;060410
Trezói;16E180809;13;180809
São Miguel de Poiares;16E061704;13;061704
Alqueidão da Serra;16F101602;13;101602
Pedreiras;16F101609;13;101609
União das freguesias de Arca e Varzielas;16G181013;13;181013
São Miguel de Vila Boa;16G181709;13;181709
Cavernães;16G182307;13;182307
Urqueira;16I142114;13;142114
União das freguesias de Cortiçô e Vila Chã;16J090517;13;090517
Cativelos;16J090603;13;090603
Meios;16J090725;13;090725
Poço do Canto;16J090912;13;090912
Quadrazais;16J091123;13;091123
Sabugueiro;16J091210;13;091210
Odeceixe;150080303;13;080303
Cendufe;111160108;12;160108
Senharei;111160144;12;160144
União das freguesias de Guilhadeses e Santar;111160157;12;160157
Penso;111160313;12;160313
União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;111160943;12;160943
Pedralva;112030334;12;030334
Oleiros;112031330;12;031330
Valdreu;112031355;12;031355
União das freguesias de Gondomar (São Cosme), Valbom e Jovim;11A130415;12;130415
União das freguesias de Areias, Sequeiró, Lama e Palmeira;11A131433;12;131433
Santa Maria Maior;11B170350;12;170350
São João da Corveira;11B171222;12;171222
Louredo;11C130120;12;130120
Arnóia;11C030502;12;030502
Horta;11D091407;12;091407
Sebadelhe;11D091414;12;091414
Vila Real;11D171438;12;171438
Vilarelhos;11E040119;12;040119
Vale de Telhas;11E040734;12;040734
União das freguesias de Candoso e Carvalho de Egas;11E041021;12;041021
Penhas Juntas;11E041216;12;041216
Maiorga;16B100109;12;100109
Meca;16B110107;12;110107
União das freguesias de Carregado e Cadafais;16B110120;12;110120
Vidais;16B100615;12;100615
Famalicão;16B101101;12;101101
Avanca;16D010801;12;010801
União das freguesias de Canelas e Fermelã;16D010809;12;010809
União das freguesias de Sebal e Belide;16E060412;12;060412
Vinha da Rainha;16E061512;12;061512
Regueira de Pontes;16F100921;12;100921
Serrazes;16G181615;12;181615
União das freguesias de Romãs, Decermilo e Vila Longa;16G181714;12;181714
Entroncamento;16I1410;12;6I1410
Aldeia Viçosa;16J090704;12;090704
Aldeia do Bispo;16J091102;12;091102
Baraçal;16J091109;12;091109
Setúbal (São Sebastião);170151205;12;151205
União das freguesias do Cartaxo e Vale da Pinta;185140609;12;140609
Asseiceira;185141410;12;141410
União das freguesias de Azambujeira e Malaqueijo;185141415;12;141415
União das freguesias de Lagos (São Sebastião e Santa Maria);150080708;12;080708
Quelfes;150081005;12;081005
Padroso;111160125;11;160125
Rio de Moinhos;111160131;11;160131
União das freguesias de Arcos de Valdevez (São Paio) e Giela;111160153;11;160153
São Paio;111160317;11;160317
União das freguesias de Prado e Remoães;111160322;11;160322
Lara;111160410;11;160410
Bárrio e Cepões;111160755;11;160755
Rebordões (Souto);111160747;11;160747
Darque;111160911;11;160911
Perre;111160926;11;160926
Moure;112031328;11;031328
União das freguesias de Escariz (São Mamede) e Escariz (São Martinho);112031362;11;031362
União das freguesias de Abação e Gémeos;119030875;11;030875
União das freguesias de Vale (São Cosme), Telhado e Portela;119031259;11;031259
Santa Eulália;11A010416;11;010416
Loureiro;11A011304;11;011304
União das freguesias de Bougado (São Martinho e Santiago);11A131810;11;131810
Macieira de Cambra;11A011906;11;011906
Gouveia (São Simão);11C130134;11;130134
Travanca;11C130136;11;130136
União das freguesias de Vila Garcia, Aboim e Chapa;11C130148;11;130148
Fervença;11C030510;11;030510
Tarouquela;11C180415;11;180415
Alpendorada, Várzea e Torrão;11C130732;11;130732
Fontelo;11D180107;11;180107
Lazarim;11D180511;11;180511
Candedo;11D170701;11;170701
União das freguesias de Ferreirim e Macieira;11D181818;11;181818
Cedovim;11D091403;11;091403
Peredo;11E040524;11;040524
União das freguesias do Bombarral e Vale Covo;16B100506;11;100506
Landal;16B100607;11;100607
Murtosa;16D0112;11;6D0112
Talhadas;16D011708;11;011708
Pombeiro da Beira;16E060113;11;060113
União das freguesias de Sepins e Bolho;16E060223;11;060223
Ega;16E060406;11;060406
Marinha Grande;16F101001;11;101001
Pinheiro;16G181005;11;181005
União das freguesias de Além da Ribeira e Pedreira;16I141817;11;141817
Aveloso;16J090901;11;090901
Cerdeira;16J091113;11;091113
Encarnação;170110904;11;110904
Algueirão-Mem Martins;170111102;11;111102
Aljezur;150080301;11;080301
Almancil;150080801;11;080801
Portimão;150081103;11;081103
União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada;111160154;10;160154
Dem;111160209;10;160209
Cambeses;111160407;10;160407
União das freguesias de Crasto, Ruivos e Grovelas;111160626;10;160626
Estorãos;111160717;10;160717
Gandra;111160726;10;160726
União das freguesias de Torre e Vila Mou;111160947;10;160947
Covas;111161004;10;161004
Roriz;112030264;10;030264
União das freguesias de Alvito (São Pedro e São Martinho) e Couto;112030291;10;030291
União das freguesias de Campo e Tamel (São Pedro Fins);112030294;10;030294
Turiz;112031354;10;031354
União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago);112031361;10;031361
União das freguesias de Oriz (Santa Marinha) e Oriz (São Miguel);112031365;10;031365
União de freguesias de Agrela e Serafão;119030738;10;030738
Bilhó;119170502;10;170502
Travassos;119030927;10;030927
Cantelães;119031105;10;031105
União das freguesias de Custóias, Leça do Balio e Guifões;11A130811;10;130811
União das freguesias de Pedroso e Seixezelo;11A131728;10;131728
Anelhe;11B170302;10;170302
Gondar;11C130117;10;130117
União das freguesias de Freixo de Cima e de Baixo;11C130145;10;130145
Viariz;11C130220;10;130220
Borba de Montanha;11C030503;10;030503
Sousela;11C130524;10;130524
Frazão Arreigada;11C130917;10;130917
Luzim e Vila Cova;11C131140;10;131140
Resende;11C181311;10;181311
Lamego (Almacave e Sé);11D180525;10;180525
Mesão Frio;11D1704;10;1D1704
Valongo dos Azeites;11D181512;10;181512
Santa Comba de Rossas;11E040241;10;040241
Reguengo Grande;16B110805;10;110805
São Lourenço do Bairro;16D010310;10;010310
Salreu;16D010806;10;010806
Oliveira do Bairro;16D011404;10;011404
Ançã;16E060201;10;060201
Lavos;16E060522;10;060522
Paião;16E060523;10;060523
Carriço;16F101505;10;101505
Forninhos;16G090107;10;090107
Gosende;16G180309;10;180309
Pindo;16G181109;10;181109
São Félix;16G181612;10;181612
Carvoeiro;16I141304;10;141304
União das freguesias de Ermida e Figueiredo;16I050917;10;050917
Freineda;16J090209;10;090209
União das freguesias de Janeiro de Cima e Bogas de Baixo;16J050433;10;050433
João Antão;16J090722;10;090722
Sameiro;16J090801;10;090801
Malcata;16J091118;10;091118
Rapoula do Côa;16J091125;10;091125
Sandomil;16J091212;10;091212
Santo Isidoro;170110913;10;110913
São Sebastião;185141411;10;141411
União das freguesias de Faro (Sé e São Pedro);150080508;10;080508
Vila Real de Santo António;150081602;10;081602
Jolda (São Paio);111160142;9;160142
União das freguesias de Eiras e Mei;111160155;9;160155
Cristoval;111160305;9;160305
Gave;111160308;9;160308
União das freguesias de Vila Chã (São João Baptista e Santiago);111160630;9;160630
Seara;111160745;9;160745
União das freguesias de Mazarefes e Vila Fria;111160944;9;160944
União das freguesias de Caldelas, Sequeiros e Paranhos;112030126;9;030126
Adaúfe;112030301;9;030301
Espinho;112030312;9;030312
União das freguesias de Chorense e Monte;112031019;9;031019
Freiriz;112031316;9;031316
União das freguesias de Pico de Regalados, Gondiães e Mós;112031366;9;031366
União das freguesias de Valbom (São Pedro), Passô e Valbom (São Martinho);112031368;9;031368
Vila Verde e Barbudo;112031370;9;031370
União de freguesias de Freitas e Vila Cova;119030742;9;030742
Guilhofrei;119031108;9;031108
Vizela;1190314;9;190314
Rio Tinto;11A130408;9;130408
Águas Santas;11A130601;9;130601
Aguiar de Sousa;11A131001;9;131001
União das freguesias de Carreira e Refojos de Riba de Ave;11A131435;9;131435
União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;11A131437;9;131437
União das freguesias de Campo e Sobrado;11A131506;9;131506
União das freguesias de Fornelo e Vairão;11A131632;9;131632
Telões;11C130135;9;130135
Santa Marinha do Zêzere;11C130215;9;130215
Moimenta;11C180408;9;180408
Macieira;11C130512;9;130512
Duas Igrejas;11C131109;9;131109
Lagares e Figueira;11C131142;9;131142
União das freguesias de Poiares e Canelas;11D170816;9;170816
União das freguesias de Trevões e Espinhosa;11D181516;9;181516
São João de Tarouca;11D182006;9;182006
Lordelo;11D171414;9;171414
Carvalhal Benfeito;16B100604;9;100604
Angeja;16D010203;9;010203
União das freguesias de Tamengos, Aguim e Óis do Bairro;16D010318;9;010318
Palhaça;16D011405;9;011405
Folques;16E060109;9;060109
Piódão;16E060111;9;060111
União das freguesias de Cerdeira e Moura da Serra;16E060120;9;060120
Aldeia das Dez;16E061101;9;061101
Figueira de Lorvão;16E061302;9;061302
Espinhal;16E061402;9;061402
Bajouca;16F100925;9;100925
Bidoeira de Cima;16F100926;9;100926
Ribeiradio;16G181007;9;181007
Povolide;16G182320;9;182320
Santo André das Tojeiras;16H050221;9;050221
Vale da Senhora da Póvoa;16H050712;9;050712
Fontes;16I140118;9;140118
Amêndoa;16I141302;9;141302
Vila Nova da Barquinha;16I142006;9;142006
Erada;16J050310;9;050310
Manteigas (São Pedro);16J090803;9;090803
União das freguesias de Torrozelo e Folhadosa;16J091234;9;091234
Palhais;16J091313;9;091313
União das freguesias de Alverca do Ribatejo e Sobralinho;170111413;9;111413
União das freguesias de Ereira e Lapa;185140610;9;140610
Luz;150080703;9;080703
Santa Luzia;150081408;9;081408
Ázere;111160104;8;160104
Cabreiro;111160106;8;160106
Couto;111160109;8;160109
Boalhosa;111160709;8;160709
Carrazedo;112030107;8;030107
União das freguesias de Palmeira de Faro e Curvos;112030620;8;030620
Vila Chã;112030615;8;030615
Valdosende;112031015;8;031015
União das freguesias de Esqueiros, Nevogilde e Travassós;112031363;8;031363
Abadim;119030401;8;030401
União das freguesias de Arco de Baúlhe e Vila Nune;119030419;8;030419
Fornelos;119030712;8;030712
Vilar de Ferreiros;119170508;8;170508
Covelas;119030906;8;030906
Louredo;119031109;8;031109
Mosteiro;119031110;8;031110
Pedome;119031230;8;031230
São Pedro Fins;11A130613;8;130613
União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;11A130813;8;130813
União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;11A011321;8;011321
Baltar;11A131003;8;131003
Gandra;11A131011;8;131011
União das freguesias da Póvoa de Varzim, Beiriz e Argivai;11A131315;8;131315
União das freguesias de Caldas de São Jorge e Pigeiros;11A010932;8;010932
São Pedro de Castelões;11A011902;8;011902
Pinho;11B170213;8;170213
Outeiro;11B170619;8;170619
Valoura;11B171313;8;171313
Salvador do Monte;11C130129;8;130129
União das freguesias de Britelo, Gémeos e Ourilhe;11C030523;8;030523
União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;11C130335;8;130335
Banho e Carvalhosa;11C130704;8;130704
Canelas;11C131105;8;131105
Guilhufe e Urrô;11C131141;8;131141
Rio de Moinhos;11C131129;8;131129
Sarzedo;11D180717;8;180717
União das freguesias de Paradinha e Nagosa;11D180721;8;180721
São Lourenço de Ribapinhão;11D171011;8;171011
Granjal;11D181810;8;181810
União das freguesias de Fonte Arcada e Escurquela;11D181819;8;181819
Salzedas;11D182005;8;182005
Numão;11D091411;8;091411
Folhadela;11D171409;8;171409
União das freguesias de Alcobaça e Vestiaria;16B100121;8;100121
União das freguesias de Coz, Alpedriz e Montes;16B100122;8;100122
Olhalvo;16B110108;8;110108
Cardosas;16B110203;8;110203
Sangalhos;16D010309;8;010309
União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;16D010316;8;010316
Vilarinho do Bairro;16D010313;8;010313
Ílhavo;16D0110;8;6D0110
Válega;16D011507;8;011507
Rocas do Vouga;16D011705;8;011705
União das freguesias de Covões e Camarneira;16E060221;8;060221
União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);16E060334;8;060334
Quiaios;16E060524;8;060524
Gândaras;16E060706;8;060706
União das freguesias de Penalva de Alva e São Sebastião da Feira;16E061125;8;061125
Figueiró do Campo;16E061504;8;061504
Golpilheira;16F100404;8;100404
Reguengo do Fetal;16F100402;8;100402
Vieira de Leiria;16F101002;8;101002
União das freguesias de Alvados e Alcaria;16F101615;8;101615
Germil;16G181104;8;181104
Queiriga;16G182204;8;182204
São Pedro de France;16G182329;8;182329
São Miguel do Mato;16G182410;8;182410
Rio de Moinhos;16I140108;8;140108
São João Baptista;16I141001;8;141001
Tancos;16I142003;8;142003
Castelo Bom;16J090207;8;090207
Castelejo;16J050412;8;050412
Venteira;170111517;8;111517
Mafra;170110909;8;110909
União das freguesias de Pontinha e Famões;170111608;8;111608
União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;185141417;8;141417
Aboim das Choças;111160101;7;160101
Oliveira;111160123;7;160123
União das freguesias de Souto e Tabaçô;111160162;7;160162
Riba de Âncora;111160214;7;160214
Cousso;111160304;7;160304
Lindoso;111160612;7;160612
União das freguesias de Touvedo (São Lourenço e Salvador);111160629;7;160629
São Romão de Neiva;111160923;7;160923
União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;111160948;7;160948
Bouro (Santa Maria);112030119;7;030119
